lesson_number,order_index,domain,difficulty,title,module,topics,prerequisites,status,tags,notes
536,179,dfir,2,Network Evidence Collection and Preservation,Section 1: Off the Disk and Onto the Wire,"Tap vs SPAN configuration, inline vs out-of-band collection, legal considerations for packet capture, chain of custody for network evidence, storage considerations for large captures, capture rotation strategies","[158,159]",completed,"Course: SANS-FOR572, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Proper evidence handling
537,180,dfir,2,DNS Protocol Forensics,Section 2: Core Protocols and Log Aggregation,"DNS structure and query types, DNS tunneling detection, DGA (Domain Generation Algorithm) detection, DNS cache poisoning investigation, authoritative vs recursive queries, analyzing DNS logs","[159,7]",completed,"Course: SANS-FOR572, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Critical protocol for C2 detection
538,181,dfir,2,HTTP and HTTPS Traffic Analysis,Section 2: Core Protocols and Log Aggregation,"HTTP methods and status codes, user-agent analysis, referrer tracking, cookie forensics, proxy log analysis, web attack patterns in HTTP, identifying suspicious downloads","[159,160]",completed,"Course: SANS-FOR572, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Web traffic investigation
539,182,dfir,2,Email Protocol Forensics (SMTP POP3 IMAP),Section 2: Core Protocols and Log Aggregation,"SMTP transaction analysis, email header forensics, phishing email investigation, attachment extraction, POP3/IMAP traffic analysis, email exfiltration detection, BEC investigation","[159,7]",completed,"Course: SANS-FOR572, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Email-based threats and exfiltration
540,183,dfir,3,Log Aggregation and SIEM Integration,Section 2: Core Protocols and Log Aggregation,"Syslog and log forwarding, Splunk for network forensics, ELK stack integration, parsing network device logs, firewall log analysis, IDS/IPS alert correlation, timeline creation from logs","[7,159,135]",completed,"Course: SANS-FOR572, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Comprehensive log analysis
541,184,dfir,3,Network Protocol Baselining,Section 2: Core Protocols and Log Aggregation,"Establishing network baselines, normal vs anomalous traffic patterns, traffic profiling, identifying deviations, behavioral analysis, application fingerprinting, baseline maintenance","[159,162,163]",completed,"Course: SANS-FOR572, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Proactive threat detection
542,185,dfir,2,NetFlow Fundamentals and Analysis,Section 3: NetFlow and File Access Protocols,"NetFlow vs sFlow vs IPFIX, flow records structure, NetFlow collection and storage, historical flow analysis, identifying suspicious flows, flow visualization tools, flow-based threat hunting","[159,7]",completed,"Course: SANS-FOR572, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Scalable network visibility
543,186,dfir,3,NetFlow for Incident Scoping,Section 3: NetFlow and File Access Protocols,"Using NetFlow for incident timeline, identifying affected systems via flows, lateral movement detection, data exfiltration via flow analysis, long-term flow retention strategies, flow-based IOC searching","[167,26]",completed,"Course: SANS-FOR572, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Historical incident investigation
544,187,dfir,2,SMB and CIFS Protocol Forensics,Section 3: NetFlow and File Access Protocols,"SMB/CIFS traffic analysis, file access tracking, SMB authentication forensics, detecting pass-the-hash in network, ransomware spread via SMB, lateral movement patterns","[159,236]",completed,"Course: SANS-FOR572, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Windows file sharing forensics
545,188,dfir,2,NFS and Network File System Forensics,Section 3: NetFlow and File Access Protocols,"NFS protocol analysis, Unix/Linux file access over network, NFS security weaknesses, data exfiltration via NFS, detecting unauthorized NFS mounts","[159,139]",completed,"Course: SANS-FOR572, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Linux/Unix network file systems
546,189,dfir,3,FTP and File Transfer Protocol Analysis,Section 3: NetFlow and File Access Protocols,"FTP control and data channels, anonymous FTP abuse, FTP bounce attacks, SFTP vs FTPS analysis, data theft via FTP, credential extraction from FTP","[159,163]",completed,"Course: SANS-FOR572, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Legacy file transfer forensics
547,190,dfir,2,Zeek (Bro) Network Security Monitor,Section 4: Commercial Tools and Wireless,"Zeek architecture and deployment, Zeek log formats, protocol-specific Zeek logs, custom Zeek scripts, file extraction with Zeek, detecting C2 with Zeek, Zeek cluster configuration","[159,165]",completed,"Course: SANS-FOR572, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Enterprise network monitoring
548,191,dfir,3,Commercial Network Forensic Tools,Section 4: Commercial Tools and Wireless,"RSA NetWitness, Gigamon, Network Intelligence appliances, comparison of commercial tools, ROI for commercial platforms, integration with existing security stack","[159,167]",completed,"Course: SANS-FOR572, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Enterprise tool selection
549,192,dfir,2,Wireless Network Forensics Fundamentals,Section 4: Commercial Tools and Wireless,"802.11 protocol basics, wireless packet capture, monitor mode and promiscuous mode, wireless encryption (WEP/WPA/WPA2/WPA3), rogue AP detection, evil twin attacks",[159],completed,"Course: SANS-FOR572, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",WiFi investigation basics
550,193,dfir,3,Wireless Attack Detection and Investigation,Section 4: Commercial Tools and Wireless,"Deauthentication attacks, KRACK exploitation, wireless network mapping, client tracking, detecting wireless C2 channels, Bluetooth forensics, WiFi geolocation","[174,7]",completed,"Course: SANS-FOR572, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Advanced wireless threats
551,194,dfir,3,Full Packet Threat Hunting Techniques,Section 4: Commercial Tools and Wireless,"Hunt hypothesis for network data, BPF filters for hunting, identifying beaconing behavior, detecting data staging, malware callback patterns, hunt reporting from PCAPs","[159,167,11]",completed,"Course: SANS-FOR572, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Proactive network hunting
552,195,dfir,3,SSL TLS Decryption and Analysis,Section 5: Encryption and Protocol Reversing,"TLS handshake analysis, certificate inspection, private key decryption, session key extraction, detecting SSL/TLS anomalies, man-in-the-middle SSL interception, detecting encrypted C2","[163,7]",completed,"Course: SANS-FOR572, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Critical for modern investigations
553,196,dfir,3,SSH and Encrypted Tunnel Analysis,Section 5: Encryption and Protocol Reversing,"SSH traffic patterns, detecting SSH tunneling, identifying encrypted data exfiltration, VPN traffic analysis, Tor traffic detection, detecting covert channels","[159,163,90]",completed,"Course: SANS-FOR572, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Encrypted exfiltration paths
554,197,dfir,3,Custom Protocol Reverse Engineering,Section 5: Encryption and Protocol Reversing,"Protocol identification techniques, analyzing unknown protocols, reverse engineering C2 protocols, custom malware communication, building protocol dissectors, Wireshark dissector development","[159,160]",completed,"Course: SANS-FOR572, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Advanced threat actor C2 analysis
555,198,dfir,3,Network OPSEC for Forensic Analysts,Section 5: Encryption and Protocol Reversing,"Protecting investigation infrastructure, avoiding detection by adversaries, secure evidence collection, anonymizing forensic activities, legal and ethical considerations, investigator attribution risks","[23,159]",completed,"Course: SANS-FOR572, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Operational security for analysts
556,199,dfir,3,Network Intelligence and Attribution,Section 5: Encryption and Protocol Reversing,"IP geolocation and attribution, ASN and BGP analysis, infrastructure pivoting, passive DNS for attribution, CDN and cloud provider attribution, correlating network and host IOCs","[18,159,33]",completed,"Course: SANS-FOR572, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Threat intelligence from network data
557,200,dfir,3,Advanced Network Forensics Capstone,Section 6: Network Forensics Capstone,"Multi-stage network intrusion, PCAP analysis challenge, NetFlow investigation, protocol analysis, file extraction and analysis, timeline reconstruction, comprehensive investigation report","[158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181]",completed,"Course: SANS-FOR572, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Final capstone - requires all FOR572 skills
558,29,threat_hunting,2,Advanced IR Methodology and Threat Hunting,Section 1 FOR508: Advanced IR,"Six-step IR methodology for APT, cyber threat intelligence development, forensic live response techniques, enterprise-scale IR, threat hunting fundamentals","[10,21,26]",completed,"Course: SANS-FOR508, Career Path: SOC Analyst, Career Path: Threat Hunter",Advanced IR foundation - requires FOR500/SEC504
559,201,dfir,3,Malware Persistence Identification at Scale,Section 1 FOR508: Advanced IR,"Advanced persistence mechanisms, auto-start extensibility points (ASEPs), WMI persistence, scheduled tasks, registry persistence, service creation, DLL hijacking","[114,120,133]",completed,"Course: SANS-FOR508, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Comprehensive persistence detection
560,202,dfir,3,Credential Theft Prevention and Detection,Section 1 FOR508: Advanced IR,"LSASS dumping detection, Mimikatz artifacts, Kerberos attacks (Golden/Silver Ticket), Pass-the-Hash detection, credential harvesting tools, protecting credentials","[118,126,236]",completed,"Course: SANS-FOR508, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Critical credential security
561,203,dfir,3,Advanced Evidence of Execution Detection,Section 2 FOR508: Intrusion Analysis,"Shimcache deep dive, AmCache analysis, BAM/DAM artifacts, prefetch advanced analysis, timeline correlation of execution, detecting LOLBins usage","[120,167]",completed,"Course: SANS-FOR508, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Advanced program execution artifacts
562,204,dfir,3,Lateral Movement TTP Detection,Section 2 FOR508: Intrusion Analysis,"RDP forensics, PsExec artifacts, WMI lateral movement, PowerShell remoting, DCOM lateral movement, admin share abuse, detecting pass-the-hash laterally","[183,184,236]",completed,"Course: SANS-FOR508, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Enterprise lateral movement detection
